,date,text,compound
162,2018-10-24,"Hands-on: Nomad Wireless Charger for Tesla Model 3 [Video] The Nomad Wireless Charger for Tesla Model 3, recently landed in the office. Nomad, which is known for its Horween Leather-based iPhone cases and iPhone accessories ... USB ports provide enough power ...",0.0
161,2018-10-24,"Consumer Reports: Tesla's reliability tumbles to near the bottom in latest survey Tesla may be riding high when it comes to wowing luxury car buyers, but it has fallen to near bottom of the pack when it comes to Consumer Reports magazine's latest auto reliability survey rankings.",-0.25
160,2018-10-24,"New Hot Wheels Tesla Roadster toy celebrates SpaceX-launched car 2018""), the time it will take for it to complete one orbit of the Sun (""557 days"") and when the car will next swing by the Earth (""estimated 2073""). In the days following the Falcon Heavy launch, ...",0.5719
164,2018-10-24,Microsoft to $1 Trillion? Tesla and Ford: Three Keys to Your Trading Day Microsoft Corp. ( MSFT - Get Report) is a 20% upward move away from getting to a market cap of $1 trillion. It's not going to happen Wednesday after the closing ...,0.0
178,2018-10-29,How does VW's I.D R match up against Tesla's Model S P100D? Just how fast is the VW I.D R Pikes Peak? Time to compare it to a Tesla P100D Ludicrous+. Ollie Marriage. 29 Oct 2018. Facebook · Twitter · Google+ ...,0.0
177,2018-10-29,Tesla Rallies as Large Investor Wants More Stock Tesla stock is moving higher as Baillie Gifford says it will invest more in the company if CEO Elon Musk wants it....TSLA.,0.0
176,2018-10-30,Winter Garden man suing Tesla for autonomous driving crash ,-0.5859
175,2018-10-30,Icon Derelict 1949 Mercury Coupe is peak SEMA with an electrifying twist The Merc pairs an electric powertrain with an untouched-looking exterior ... lizard sculptures are apparent on closer inspection. Underneath the original gas cap is a cleverly placed Tesla ...,0.6808
174,2018-10-30,"Panasonic Q2 profit falls 15 pct, misses estimates TOKYO, Oct 31 (Reuters) - Japan’s Panasonic Corp on Wednesday reported a 15 percent fall in second-quarter operating profit, missing analyst estimates, weighed down by investment in Tesla Inc’s ...",0.4019
173,2018-10-31,"Panasonic profit weighed by Tesla costs, but in talks for further investment Q2 profit at Y95.2 bln vs Y112.6 bln analyst view * Maintains annual profit forecast at Y425 bln * Panasonic chief says Tesla unaffected by Musk behaviour (Adds CEO comments, context) By Makiko ...",0.8641
171,2018-10-31,Should You Buy Magna International (TSX:MG) or Tesla (NASDAQ:TSLA) Stock? ,0.0
170,2018-10-31,"Panasonic profit sinks as Tesla partnership hits speed bump Of greater concern, however, are slowdowns in core operations like industrial systems and electronic appliances, on which the Japanese ... membership for the subscription-based PlayStation Plus ...",0.7845
172,2018-10-31,"1949 Mercury coupe goes electric with a Tesla battery pack ICON, a restomod company based in Los Angeles, and Stealth EV, a company specializing in electric car conversions, unveiled a new EV conversion at SEMA ...",-0.0772
187,2018-11-02,Electrameccanica revs up to beat Tesla in the US ,0.0
189,2018-11-02,Tesla Model S P100D goes against the Volkswagen ID R Top Gear compares the stats of the Volkswagen I.D. R and the Tesla Model S P100D to see how these two cars stack up against each other.,0.2023
186,2018-11-02,"Hands-on for winter: Installing official Tesla Model 3 all-weather floor mats [Video] Tesla’s official Model 3 all-weather floor mats arrived in the office last week, and with winter fast approaching ... popular third-party providers of floor mats for cars, trucks, vans, and SUVs, and ...",0.4215
188,2018-11-02,Electrameccanica revs up to beat Tesla in the US The Vancouver company has teamed with Chinese motorcycle maker Zongshen to produce a line of inexpensive electric cars for the US market.,0.0
184,2018-11-05,"More Than a Dozen Verified Twitter Accounts Hacked to Impersonate Elon Musk, Steal Bitcoin The posts announced that Musk had decided to resign as director of Tesla and was ... A link at the bottom of the tweets took users to a page with instructions to send “0.1 to 3 BTC”—currently valued ...",-0.6597
185,2018-11-05,"Elon Musk promises 'Blade Runner' pickup truck in Recode interview In an 80-minute interview with Kara Swisher of Recode, Tesla CEO Elon Musk laid out his ... but it’s gonna be like a really futuristic-like cyberpunk, 'Blade Runner' pickup truck,"" Musk told Recode.",0.6187
181,2018-11-06,Twitter Crypto Scammers Steal $150K by Posing as Elon Musk Scammers plaguing Twitter have successfully stolen over $150000 in cryptocurrency after posing as Tesla founder and chief executive office Elon Musk.,-0.4939
183,2018-11-06,"The sleeper of sleepers: Icon builds 1949 Mercury Coupe powered by Tesla tech With the internal-combustion engine yanked, Icon fitted a fully electric powertrain with 400 horsepower and 400 ... And, since a Tesla battery provides the juice, the original gas filler cap houses a ...",0.3182
182,2018-11-06,Nio Earnings: China Rival To Tesla Reports Wide Loss As Production Kicks In ,-0.3182
180,2018-11-07,Tesla battery will power unusual community storage project in Western Australia ,0.0
197,2018-11-12,"How The Media Gets Tesla Wrong: the David Pogue Edition I recently published my personal 10 Best/Worst of 2018, and soon received dozens of messages asking what I found so offensive about tech critic David Pogue's article, ""What it's like to use Tesla's ...",-0.7626
198,2018-11-12,"Could Tesla Cars Be Used to Save Lives in Wildfires Thanks to HEPA Filters? To put that into perspective, the EPA defines a good air quality at 0 to 12 μg / m3 for this type of fine particles ... Model S & X have hospital grade HEPA filters. Maybe helpful for transporting ...",0.9118
195,2018-11-13,"Startups, old-line automakers aim to take bite out of Tesla It also has a retractable bed cover, and storage space running across the width of the truck behind the rear seats that can carry surfboards, snowboards or skis. It has a unique white horizontal light ...",0.0
194,2018-11-13,"If Superman Needed A Ride, He Might Have Chosen This Tesla Model S Called Project Superman, it’s the latest Model S customized by the Tesla experts at T Sportline ... December 15, 2019 at 9:02 pm Factory Five’s F9R: The Ultimate Kit Car Has A 755 HP, 9.5-Liter V12 – ...",0.0
196,2018-11-13,"Startups, old-line automakers aim to take bite out of Tesla Established automakers such as Audi, BMW, Mercedes, Porsche, Jaguar-Land Rover, Volkswagen, Hyundai, General Motors, Ford and even vacuum cleaner maker Dyson have ... But that's substantially more ...",0.1779
192,2018-11-14,"MEDIA-Tesla confirms Model 3 getting CCS plug in Europe, adapter coming for Model S, Model X - Electrek — Note: Reuters has not verified this story and does not vouch for its accuracy Our Standards:The Thomson Reuters Trust Principles.",0.5106
191,2018-11-14,"Tesla, GM, and Nissan Unite to Save Their EV Tax Credits It included the cap to put an end date on the program, based on the thinking that by the time a company had sold 200,000 of the things, it should have figured out how to close the price gap between ...",0.6908
190,2018-11-14,Faraday Future: How a “Tesla-killer” became a zombie company (Image credit: Bailey Hu/TechNode) About one hour’s drive south of Guangzhou ... with more than 100 former Tesla employees making the switch to Faraday. Chinese tech tycoon Jia Yueting was among the ...,0.3818
193,2018-11-14,"Tesla confirms Model 3 is getting a CCS plug in Europe, adapter coming for Model S and Model X For example, Tesla’s current plug in Europe is based on the Type 2 Mennekes connector ... Also, I hope Tesla will also offer a US version of the adapter so that Model S, Model X, and MOdel 3 owners in ...",0.4404
207,2018-11-16,"What kind of company towns will Tesla build around its Gigafactories? Ford, a noted racist, made graduates of that school dress in indigenous clothing, step into a giant “melting pot ... To be clear, I’m not saying Tesla is like either of these examples. But after a few ...",0.0258
205,2018-11-19,The Tesla of China spikes as short seller Andrew Left sees 'little resistance' for Nio to surge 60% (NIO) ,0.0
206,2018-11-19,"Fallout 76's latest update hits 48GB, full patch notes detailed Today's patch nears 50GB across all platforms ... Camera: The game camera now pans more smoothly when the player enters furniture. Graphics: The cover of Tesla Science magazine Issue 9 no longer ...",-0.296
202,2018-11-20,"Tesla Model 3: prepare for winter with tires, mats, and more Tesla sells wheel and winter tire kits ... clean the rubber first and then apply the liquid all over it (though I focused mainly on the parts that touch the windows): I haven’t had issues since ...",0.6486
203,2018-11-20,NVIDIA Unveils DGX-2H Server with 450W Tesla V100 GPUs ,0.0
204,2018-11-20,"Should You Buy Nio Stock, the 'Tesla of China'? Nio stock is almost 30% so far this month. Investors who are long are glad they have this one, as the overall market continues to plunge....QQQ.",0.4588
201,2018-11-21,"Infosec's Thanksgiving turkey triumvirate: Tesla, Tumblr, Trump (as in Ivanka)... and tons more ",0.0
216,2018-11-26,"The 2020 Rivian R1T Electric Truck Middle Fingers Tesla with a 3-Second Sprint to 60 mph and 400 Mile Range A 12.3-inch instrument cluster sits behind the steering ... which is more than what Tesla offers right now. Designed for fast charging, the battery can be recharged for 200 miles of range in only 30 ...",0.0
217,2018-11-26,"Elon Musk reflects on Mars, brain chips and Tesla's near-death experience ",0.0
215,2018-11-27,"Country star Randy Houser, Happy Together oldies show set at Penn's Peak; Tesla show rescheduled Tickets are $37 and $42. Tickets for Houser and The Happy Together Tour are on sale now at www.pennspeak.com, 800-745-3000 or at Penn’s Peak’s box office or Roadie’s restaurant at 325 Maury Road, Penn ...",0.8126
214,2018-11-27,"Elon Musk likes 80-hour workweeks — science says forget it ""Nobody ever changed the world on 40 hours a week,"" the Tesla CEO and avowed workaholic said ... dumping $2.5B in stock Diamond industry wants women to buy their own rings Nike's Colin Kaepernick shoe ...",0.25
213,2018-11-27,Racine Chevrolet In Quebec Is Using The Tesla Model 3 To Sell Electric Vehicles ,0.0
212,2018-11-28,Audi e-tron GT concept previews Tesla Model S rival All interior coverings are vegan-friendly synthetic materials and the ... an integrated coil is installed permanently on the floor where the car will be parked. The alternating magnetic field induces ...,0.4278
210,2018-11-28,"In China, your car could be talking to the government Because this is about privacy.” More than 200 manufacturers, including Tesla, Volkswagen, BMW, Daimler, Ford, General Motors, Nissan, Mitsubishi and U.S.-listed electric vehicle start-up NIO, transmit ...",0.0
211,2018-11-28,"Audi e-tron GT Concept Unveiled as Classy 590 HP Tesla Killer A black frame surrounds it and connects to the Matrix LED headlights and other elements. The side features no door handles, which will probably be fixed when going into production, as well as 22-inch ...",0.0857
209,2018-11-29,2020 Kia Soul EV To Boast 250+ Mile Range To Zap Tesla Model 3 And Chevy Bolt The new Soul EV gains power and torque with a 201 hp electric motor producing 291 lb-ft of torque.,-0.4215
